Point ID,area,continuity,lambda_continuity,lambda_momentum_x,lambda_momentum_y,momentum_x,momentum_y,p,p__x,p__y,Points_0,Points_1,Points_2,Points_Magnitude,pred_continuity,pred_momentum_x,pred_momentum_y,sdf,sdf__x,sdf__y,true_continuity,true_momentum_x,true_momentum_y,u,u__x,u__x__x,u__x__y,u__y,u__y__y,v,v__x,v__x__x,v__x__y,v__y,v__y__x,v__y__y
776,2.5e-06,0.0674267,0.0347961,0.0347961,0.0347961,0.0539484,-0.0579969,-0.559551,-0.209148,-1.28154,0.010853,0.0152039,0,0.0186801,0.0674267,0.0539484,-0.0579969,0.0347961,0,-1,0,0,0,-0.16426,-2.45369,-10.6447,30.725,3.48415,1106.69,0.0314386,-6.10659,-317.119,15.1044,2.52112,15.1043,-29.2439
777,2.5e-06,-0.206622,0.00645491,0.00645491,0.00645491,-0.746105,-0.380541,-0.558327,-0.633895,0.487385,-0.00817034,0.0435451,0,0.044305,-0.206622,-0.746105,-0.380541,0.00645491,0,-1,0,0,0,0.278671,5.7227,-214.268,-27.9285,54.8922,11903.6,0.0379457,-0.69841,39.1441,219.623,-5.92932,219.623,-3.64884
778,2.5e-06,0.434941,0.00468791,0.00468791,0.00468791,0.123529,0.0988043,-0.542672,0.0687894,-0.0544641,0.0453121,-0.0059962,0,0.0457071,0.434941,0.123529,0.0988043,0.00468791,-1,0,0,0,0,-0.00865202,1.80329,-296.437,165.519,-0.507667,-47.101,0.00526431,2.28297,-1216.07,383.621,-1.36835,383.621,-162.645
779,2.5e-06,0.0142739,0.0280535,0.0280535,0.0280535,0.00242391,-0.0649423,-0.547998,-0.0113151,-0.299818,-0.0219465,0.00767368,0,0.0232494,0.0142739,0.00242391,-0.0649423,0.0280535,1,0,0,0,0,-0.0613513,-3.37468,-15.3681,-38.2699,-2.51615,27.1322,0.0802661,1.01082,-155.379,14.7642,3.38895,14.7643,28.776
780,2.5e-06,0.228437,0.000118527,0.000118527,0.000118527,0.0310598,-0.00597005,-0.544211,0.0312466,-0.00628167,-0.0130809,-0.0498815,0,0.0515681,0.228437,0.0310598,-0.00597005,0.000118527,0,1,0,0,0,0.000741273,-0.0297856,3.98785,-6.86311,-0.111307,-3.73595,0.00127308,-0.018932,-2.95004,-4.30513,0.258222,-4.30513,2.89696
781,2.5e-06,0.0955358,0.0179351,0.0179351,0.0179351,-0.386453,-0.129042,-0.572825,-0.489093,-0.130744,0.0130937,0.0320649,0,0.0346353,0.0955358,-0.386453,-0.129042,0.0179351,0,-1,0,0,0,0.0335369,0.600128,-264.46,183.247,18.9781,969.75,0.0402409,-3.56565,-149.112,260.483,-0.504593,260.483,-129.288
782,2.5e-06,-0.00933647,0.00594638,0.00594638,0.00594638,-1.31538,-0.175677,-0.555678,3.43266,0.0506367,0.0326226,0.0440536,0,0.0548175,-0.00933647,-1.31538,-0.175677,0.00594638,0,-1,0,0,0,0.343831,-8.29652,-1337.69,489.076,60.6395,11380.2,0.000596693,-4.76307,-937.539,1373.84,8.28718,1373.84,-648.813
783,2.5e-06,0.0592129,0.0278372,0.0278372,0.0278372,0.0382266,0.0409225,-0.543341,0.0147748,0.0324051,0.00973177,-0.0221628,0,0.0242053,0.0592129,0.0382266,0.0409225,0.0278372,0,1,0,0,0,-0.0239446,0.0733444,68.3634,-11.5411,-2.41163,-172.923,0.00256535,-0.578175,26.421,-68.5093,-0.0141315,-68.5093,3.28389
784,2.5e-06,0.0578108,0.0248192,0.0248192,0.0248192,-0.0909207,-0.0870208,-0.56675,-0.595544,-0.480945,0.00666163,0.0251808,0,0.0260471,0.0578108,-0.0909207,-0.0870208,0.0248192,0,-1,0,0,0,-0.0758308,0.0771713,-126.254,293.593,12.119,725.537,0.0674195,-3.84405,-170.064,138.071,-0.0193605,138.072,-290.519
785,2.5e-06,0.196974,0.0125256,0.0125256,0.0125256,-0.215875,-0.0350271,-0.5707,-0.537456,0.0635794,0.00869373,0.0374744,0,0.0384696,0.196974,-0.215875,-0.0350271,0.0125256,0,-1,0,0,0,0.142455,2.36539,-221.055,76.7729,23.7642,1082.91,0.0445881,-1.74052,-40.3786,250.982,-2.16841,250.982,-141.566
786,2.5e-06,1.6329,0.00154552,0.00154552,0.00154552,0.242023,4.53318,-0.533027,-1.17968,2.14788,0.0484545,0.0283908,0,0.0561593,1.6329,0.242023,4.53318,0.00154552,-1,0,0,0,0,-0.0165972,13.9735,-4761.8,869.735,-0.605596,-54.2259,-0.125606,77.804,9740.58,6968.26,-12.3406,6968.26,-1089.03
787,2.5e-06,-0.0578871,0.0141434,0.0141434,0.0141434,-0.103525,0.297922,-0.54459,1.82634,-0.932807,0.0358566,0.0171666,0,0.0397541,-0.0578871,-0.103525,0.297922,0.0141434,-1,0,0,0,0,-0.153459,8.04347,1205.41,-540.419,-4.56355,674.053,-0.181492,-4.8079,1696.47,-1259.28,-8.10135,-1259.28,530.252
788,2.5e-06,0.079381,0.00652168,0.00652168,0.00652168,0.028953,-0.0100833,-0.551249,-0.0599862,-0.312741,-0.0434783,0.0184864,0,0.0472452,0.079381,0.028953,-0.0100833,0.00652168,1,0,0,0,0,-0.00793323,-3.1002,-230.495,-153.552,-0.662216,-10.7155,0.0592047,6.17054,-1680.01,266.754,3.17959,266.754,125.793
789,2.5e-06,-0.0043962,0.0185267,0.0185267,0.0185267,-0.0118455,-0.0309502,-0.55165,0.0191082,-0.344129,-0.0314733,0.0195336,0,0.0370423,-0.0043962,-0.0118455,-0.0309502,0.0185267,1,0,0,0,0,-0.053134,-3.72817,47.2427,-2.0323,-1.82241,29.5439,0.10535,2.44956,-199.684,-53.6065,3.72377,-53.6065,1.6539
790,2.5e-06,0.172419,0.0142401,0.0142401,0.0142401,0.0247153,0.00208754,-0.544368,0.0222239,0.00117656,-0.0164342,-0.0357599,0,0.0393554,0.172419,0.0247153,0.00208754,0.0142401,0,1,0,0,0,-0.00138881,-0.251695,4.2131,-25.2088,-0.307656,-33.8741,0.0059545,-0.0640311,-13.3445,-4.12789,0.424114,-4.12788,20.4664
791,2.5e-06,0.225745,0.000985814,0.000985814,0.000985814,0.0311821,-0.00518817,-0.544279,0.0313464,-0.00549032,-0.0150772,-0.0490142,0,0.0512807,0.225745,0.0311821,-0.00518817,0.000985814,0,1,0,0,0,0.000723079,-0.0438915,3.68938,-7.88059,-0.0998239,-3.73591,0.00153692,-0.0157697,-3.87965,-4.00928,0.269636,-4.00928,4.12603
792,2.5e-06,0.155565,0.00828483,0.00828483,0.00828483,0.00779209,-0.115055,-0.54609,-0.00975176,-0.116108,-0.0417152,-0.00623314,0,0.0421783,0.155565,0.00779209,-0.115055,0.00828483,1,0,0,0,0,0.00368541,-0.787713,-92.4941,-58.0247,-0.335065,-35.3027,0.0160937,1.34422,10.6392,74.1556,0.943278,74.1556,61.4454
793,2.5e-06,0.11282,0.0253488,0.0253488,0.0253488,0.0379544,0.00864683,-0.544381,0.0308934,0.00412706,-0.0191113,-0.0246512,0,0.0311917,0.11282,0.0379544,0.00864683,0.0253488,0,1,0,0,0,-0.0058734,-0.688357,-2.87016,-55.4069,-0.762528,-67.292,0.0126146,-0.0189719,-31.9118,3.49378,0.801177,3.4938,50.1956
794,2.5e-06,0.165619,0.0127479,0.0127479,0.0127479,0.0445446,-0.00352256,-0.54384,0.040093,-0.00229608,0.00154093,-0.0372521,0,0.037284,0.165619,0.0445446,-0.00352256,0.0127479,0,1,0,0,0,-0.00342656,-0.022326,15.4284,-10.2493,-0.592742,-59.9183,0.00315392,-0.129356,7.52861,-17.0076,0.187945,-17.0075,6.21483
795,2.5e-06,0.242619,0.0102645,0.0102645,0.0102645,0.0549726,0.0615129,-0.543109,0.053782,0.0560053,0.0397355,-0.0350767,0,0.0530027,0.242619,0.0549726,0.0615129,0.0102645,-1,0,0,0,0,-0.00321933,-0.185445,-17.5107,11.3597,-0.153303,-3.78016,0.00793876,0.182158,-2.2863,24.6336,0.428064,24.6336,-17.3746
796,2.5e-06,0.0961843,0.0184261,0.0184261,0.0184261,0.215736,0.213731,-0.544885,1.00898,-0.765897,0.0315739,0.0106004,0,0.0333059,0.0961843,0.215736,0.213731,0.0184261,-1,0,0,0,0,-0.148277,6.257,721.93,-168.05,-6.22581,285.755,-0.11595,-3.96257,909.244,-709.076,-6.16082,-709.075,164.093
797,2.5e-06,0.239683,0.000170204,0.000170204,0.000170204,0.0105684,0.0267283,-0.543713,0.00953834,0.0258427,0.00891928,-0.0498298,0,0.0506218,0.239683,0.0105684,0.0267283,0.000170204,0,1,0,0,0,0.000911128,0.021337,-1.6624,1.50197,-0.161433,-9.55446,0.000710744,-0.0110688,2.94534,4.69301,0.218346,4.69302,-10.4425
798,2.5e-06,0.188721,0.0143864,0.0143864,0.0143864,0.027532,0.00721567,-0.544859,0.0251933,0.00513906,-0.0356136,-0.0352489,0,0.050108,0.188721,0.027532,0.00721567,0.0143864,1,0,0,0,0,0.00296696,-0.133323,-17.7467,-13.886,0.0955314,-3.73998,0.00451282,0.236892,-12.1068,14.1971,0.322045,14.1971,9.66357
799,2.5e-06,0.255405,0.0111638,0.0111638,0.0111638,0.0349253,0.0627067,-0.543317,0.0334966,0.0577038,0.0388362,-0.0380339,0,0.0543584,0.255405,0.0349253,0.0627067,0.0111638,-1,0,0,0,0,-0.00259295,-0.194191,-14.6423,4.70626,-0.1549,0.0818472,0.00650366,0.11752,-6.0634,21.7062,0.449596,21.7062,-11.5886
800,2.5e-06,0.065634,0.0281353,0.0281353,0.0281353,0.053165,0.0508744,-0.543436,0.0284184,0.0387739,0.0047798,-0.0218647,0,0.022381,0.065634,0.053165,0.0508744,0.0281353,0,1,0,0,0,-0.0242214,-0.239525,55.3421,-31.4503,-2.35388,-167.495,0.00570107,-0.645192,-3.54121,-58.5133,0.305159,-58.5133,23.6379
801,2.5e-06,-0.0796375,0.0102644,0.0102644,0.0102644,-0.0595165,-0.559221,-0.559014,0.60179,-0.241155,-0.0321129,0.0397356,0,0.0510896,-0.0796375,-0.0595165,-0.559221,0.0102644,0,-1,0,0,0,-0.0358867,7.18737,242.138,1246.06,14.4179,3937.12,0.125427,-5.0785,260.244,-277.854,-7.26701,-277.854,-1277.58
802,2.5e-06,0.0029521,0.020061,0.020061,0.020061,-0.083397,-0.150325,-0.564427,-0.646492,-0.222903,0.000424511,0.029939,0,0.029942,0.0029521,-0.083397,-0.150325,0.020061,0,-1,0,0,0,-0.021212,2.1007,-88.4801,283.92,13.8752,864.465,0.0819222,-2.59545,-71.6884,89.5867,-2.09775,89.5867,-298.909
803,2.5e-06,0.254969,0.00833235,0.00833235,0.00833235,0.036119,-0.191784,-0.549633,-0.0503494,-0.264807,-0.0416677,0.0124429,0,0.0434859,0.254969,0.036119,-0.191784,0.00833235,1,0,0,0,0,-0.00839159,-2.5394,-133.152,-129.939,-0.868772,-11.5779,0.0491723,3.39259,-286.429,131.161,2.79437,131.161,120.981
804,2.5e-06,0.158727,0.0167174,0.0167174,0.0167174,0.0274031,0.00419273,-0.544519,0.0247328,0.00221029,-0.0232114,-0.0332826,0,0.0405771,0.158727,0.0274031,0.00419273,0.0167174,0,1,0,0,0,-5.76116e-05,-0.320609,-4.41228,-28.4501,-0.199766,-27.2477,0.00717698,0.04652,-18.9528,4.36571,0.479336,4.36573,23.0796
805,2.5e-06,0.0886374,0.0174848,0.0174848,0.0174848,0.189297,0.238895,-0.545606,1.25494,-0.902813,0.0325152,0.0127381,0,0.0349213,0.0886374,0.189297,0.238895,0.0174848,-1,0,0,0,0,-0.15501,6.50571,830.02,-286.298,-5.6673,439.177,-0.13348,-4.6974,1025.03,-833.981,-6.41707,-833.981,279.217
806,2.5e-06,-0.163136,0.00826296,0.00826296,0.00826296,-0.371138,-0.226069,-0.55427,0.0977994,0.931695,-0.0232772,0.041737,0,0.0477892,-0.163136,-0.371138,-0.226069,0.00826296,0,-1,0,0,0,0.0867206,8.91555,-202.289,601.085,33.7917,7844.73,0.0739117,-2.7557,219.162,224.802,-9.07868,224.802,-559.469
807,2.5e-06,-0.0505795,0.0168405,0.0168405,0.0168405,-0.0619936,0.130507,-0.555937,0.199124,-0.393186,-0.0331595,0.0304491,0,0.0450189,-0.0505795,-0.0619936,0.130507,0.0168405,1,0,0,0,0,-0.066404,-2.74499,387.124,339.776,-1.7025,118.064,0.13981,0.812627,-349.28,-409.074,2.69441,-409.075,-343.566
808,2.5e-06,0.0911198,0.0151377,0.0151377,0.0151377,0.0515563,-0.0538462,-0.545279,0.04254,-0.0607232,-0.0348623,-0.0135881,0,0.0374167,0.0911198,0.0515563,-0.0538462,0.0151377,1,0,0,0,0,0.000739098,-0.871767,-60.7073,-59.2679,-0.433219,-46.0765,0.0169101,0.902816,-23.2441,57.3045,0.962887,57.3045,57.1094
809,2.5e-06,0.0562779,0.0405373,0.0405373,0.0405373,0.0900376,-0.00404412,-0.544713,0.0658361,-0.36187,0.00946271,-0.00181794,0,0.00963575,0.0562779,0.0900376,-0.00404412,0.0405373,-1,0,0,0,0,-0.112787,-0.75517,202.044,-109.372,-5.84983,13.0261,0.0073698,-3.20617,-48.6299,-201.567,0.811448,-201.567,112.775
810,2.5e-06,-0.170973,0.0117224,0.0117224,0.0117224,-0.706316,0.397602,-0.543622,2.47409,-0.890119,0.0382776,0.0216799,0,0.0439908,-0.170973,-0.706316,0.397602,0.0117224,-1,0,0,0,0,-0.149788,8.25,1842.88,-998.287,-2.48804,1062.61,-0.232988,-6.88555,2499.33,-1921.35,-8.42097,-1921.35,1042.12
811,2.5e-06,0.512237,0.0138542,0.0138542,0.0138542,-0.0428121,0.185676,-0.557207,2.92828,-0.26347,0.0361458,0.0292362,0,0.0464895,0.512237,-0.0428121,0.185676,0.0138542,-1,0,0,0,0,-0.115385,-5.80245,802.551,-1364.77,13.5919,1866.38,-0.207767,-20.9448,-850.035,-744.159,6.31468,-744.159,1337.45
812,2.5e-06,0.471259,0.00448791,0.00448791,0.00448791,0.14169,0.202549,-0.543033,0.00391426,-0.0536111,0.0455121,0.000504536,0,0.0455149,0.471259,0.14169,0.202549,0.00448791,-1,0,0,0,0,-0.0124525,3.1151,-536.155,270.498,-0.824464,-64.0383,-0.00669257,5.36873,-1408,665.236,-2.64384,665.237,-270.754
813,2.5e-06,-0.084157,0.0206646,0.0206646,0.0206646,-0.0500227,0.106892,-0.553792,0.0323121,-0.343786,-0.0293354,0.0256994,0,0.0390003,-0.084157,-0.0500227,0.106892,0.0206646,1,0,0,0,0,-0.0704953,-2.93224,210.099,212.936,-1.23248,134.908,0.130561,1.1179,-267.004,-231.07,2.84809,-231.07,-229.806
814,2.5e-06,-0.0397388,0.0296325,0.0296325,0.0296325,0.149088,0.103683,-0.543154,0.117852,-0.151291,0.0203675,-0.00423944,0,0.020804,-0.0397388,0.149088,0.103683,0.0296325,-1,0,0,0,0,-0.0927494,1.7164,245.846,17.843,-6.07867,-178.94,-0.0234545,-2.31091,148.535,-244.393,-1.75614,-244.393,-24.3432
815,2.5e-06,0.148877,0.0185343,0.0185343,0.0185343,0.028096,0.00487739,-0.544491,0.0248236,0.00265388,-0.0222437,-0.0314657,0,0.038534,0.148877,0.028096,0.00487739,0.0185343,0,1,0,0,0,-0.000834279,-0.380545,-4.12536,-33.0622,-0.285416,-34.4625,0.00813176,0.0350283,-21.0595,4.25687,0.529422,4.25688,27.5584
816,2.5e-06,0.0930762,0.0236862,0.0236862,0.0236862,0.0407342,0.0239543,-0.543488,0.025436,0.0228627,0.00817749,-0.0263138,0,0.0275552,0.0930762,0.0407342,0.0239543,0.0236862,0,1,0,0,0,-0.0154473,0.0334337,47.4891,-11.8971,-1.74287,-140.195,0.00318801,-0.37285,22.4619,-49.3623,0.0596424,-49.3623,4.78907
817,2.5e-06,0.548616,0.0124458,0.0124458,0.0124458,-0.0208995,0.248666,-0.552504,3.48783,0.503224,0.0375542,0.0313037,0,0.0488901,0.548616,-0.0208995,0.248666,0.0124458,-1,0,0,0,0,-0.0947978,-7.57946,723.315,-1400.39,15.3619,1728.93,-0.224417,-23.9405,-1292.65,-707.055,8.12808,-707.055,1411.92
818,2.5e-06,-0.329552,0.00138989,0.00138989,0.00138989,1.08217,10.8831,-0.506999,-1.69193,6.65478,0.0486101,0.0349575,0,0.0598746,-0.329552,1.08217,10.8831,0.00138989,-1,0,0,0,0,-0.0197254,19.6638,-6895.11,1194.35,-1.33172,-234.227,-0.214102,136.641,37421.5,9702,-19.9933,9702,-1464.4
819,2.5e-06,0.720437,0.0014559,0.0014559,0.0014559,0.932505,-1.11016,-0.577356,-0.332522,-4.04068,-0.0485441,0.042117,0,0.0642679,0.720437,0.932505,-1.11016,0.0014559,1,0,0,0,0,-0.00591159,-14.0938,-7269.78,-3093.05,-3.31316,-1005.11,0.106954,59.9484,-28562,7475.68,14.8143,7475.68,2831.94
820,2.5e-06,-2.9692,0.000971744,0.000971744,0.000971744,-2.51662,-0.39076,-0.569043,-0.760302,-0.763856,0.00666628,0.0490283,0,0.0494794,-2.9692,-2.51662,-0.39076,0.000971744,0,-1,0,0,0,1.04,0.653145,-95.7516,-1034.01,331.614,214948,0.01535,0.442285,2.38542,64.6892,-3.62234,64.6896,-3062.41
821,2.5e-06,0.27421,0.00276406,0.00276406,0.00276406,0.323671,-0.580459,-0.568139,-0.182568,-2.308,-0.0472359,0.0390312,0,0.0612754,0.27421,0.323671,-0.580459,0.00276406,1,0,0,0,0,-0.0132523,-11.6312,-1138.09,-1691.82,-3.22756,-733.801,0.119189,30.5849,-11407.6,1647.28,11.9054,1647.28,1542.92
822,2.5e-06,0.409326,0.00287899,0.00287899,0.00287899,0.049081,0.0359813,-0.544987,0.0359692,0.027486,-0.047121,-0.0364121,0,0.0595503,0.409326,0.049081,0.0359813,0.00287899,1,0,0,0,0,0.00277057,0.263912,-129.444,9.53832,0.164518,5.73984,0.00108169,0.397551,-72.3455,23.0823,0.145414,23.0823,-2.26163
823,2.5e-06,0.291452,0.00691879,0.00691879,0.00691879,0.027752,0.0844896,-0.54314,0.0305565,0.0816028,0.0430812,-0.0377938,0,0.0573093,0.291452,0.027752,0.0844896,0.00691879,-1,0,0,0,0,-0.00356834,-0.23861,6.48481,4.18833,-0.140314,9.95444,0.00718709,0.172065,12.8657,14.1392,0.530062,14.1392,-8.39493
824,2.5e-06,0.0243108,0.0116587,0.0116587,0.0116587,-0.0701685,0.186339,-0.541743,-0.103661,0.0880409,0.0383413,-0.00657448,0,0.0389009,0.0243108,-0.0701685,0.186339,0.0116587,-1,0,0,0,0,-0.025832,2.97356,-102.161,277.207,-2.1428,-157.844,-0.0108999,2.11078,42.3353,140.392,-2.94925,140.392,-285.901
825,2.5e-06,0.052238,0.0208213,0.0208213,0.0208213,0.225946,0.197351,-0.545516,0.769611,-0.761914,0.0291787,0.0086501,0,0.0304339,0.052238,0.225946,0.197351,0.0208213,-1,0,0,0,0,-0.149367,4.95812,603.991,-127.297,-6.3914,244.244,-0.0949697,-4.49323,600.694,-586.615,-4.90588,-586.614,134.454
826,2.5e-06,0.0868847,0.0210042,0.0210042,0.0210042,0.0539806,-0.0231487,-0.544838,0.0451518,-0.0317178,-0.0289958,-0.0173641,0,0.0337974,0.0868847,0.0539806,-0.0231487,0.0210042,1,0,0,0,0,-0.00267178,-0.936626,-40.1591,-64.052,-0.604542,-55.533,0.0172901,0.512728,-42.0947,38.6668,1.02351,38.6668,61.385
827,2.5e-06,0.221384,0.00615857,0.00615857,0.00615857,-0.0178012,-0.00902923,-0.544916,-0.0248891,-0.0130038,-0.0438414,-0.025406,0,0.0506708,0.221384,-0.0178012,-0.00902923,0.00615857,1,0,0,0,0,0.00509685,-0.0366653,-54.9098,-12.4461,0.154484,-7.71013,0.00453553,0.470934,-23.7159,26.5791,0.258049,26.5791,9.95808
828,2.5e-06,0.120134,0.0101563,0.0101563,0.0101563,0.0272925,-0.0822589,-0.545575,0.010844,-0.0794105,-0.0398437,-0.011495,0,0.0414687,0.120134,0.0272925,-0.0822589,0.0101563,1,0,0,0,0,0.0038716,-0.658267,-70.513,-49.2095,-0.247005,-35.2785,0.0138018,1.04222,19.6984,58.8721,0.778401,58.8721,48.3254
829,2.5e-06,0.122033,0.0240112,0.0240112,0.0240112,0.0366502,0.0132497,-0.544295,0.0294247,0.00960607,-0.0159246,-0.0259888,0,0.0304797,0.122033,0.0366502,0.0132497,0.0240112,0,1,0,0,0,-0.00687867,-0.613362,4.50486,-51.9312,-0.839902,-73.2935,0.0113673,-0.113552,-27.5341,-3.85642,0.735394,-3.85639,46.6169
830,2.5e-06,0.163497,0.0125525,0.0125525,0.0125525,-0.00837897,0.00379701,-0.543549,-0.0128335,0.0015185,0.0207582,-0.0374475,0,0.0428161,0.163497,-0.00837897,0.00379701,0.0125525,0,1,0,0,0,-0.00203803,0.0677773,-6.30641,18.7502,-0.428184,-49.9237,0.00357109,0.169313,6.76195,13.8049,0.0957202,13.8049,-29.7507
831,2.5e-06,-0.0261507,0.00855192,0.00855192,0.00855192,0.712113,1.04015,-0.539869,-0.523603,0.248285,0.0414481,0.0129933,0,0.0434369,-0.0261507,0.712113,1.04015,0.00855192,-1,0,0,0,0,-0.071447,11.1497,8.02812,550.153,-4.59095,-183.473,-0.125177,7.72516,2065.62,109.102,-11.1759,109.101,-585.386
832,2.5e-06,0.0274078,0.0202128,0.0202128,0.0202128,-0.175843,-0.166725,-0.568242,-0.652903,-0.290268,0.00628822,0.0297872,0,0.0304437,0.0274078,-0.175843,-0.166725,0.0202128,0,-1,0,0,0,-0.0130104,1.40606,-138.564,262.202,15.3502,824.538,0.065465,-3.14997,-112.342,144.025,-1.37865,144.025,-267.038
833,2.5e-06,-0.0183303,0.0214368,0.0214368,0.0214368,-0.03741,-0.0348997,-0.550717,-0.0167444,-0.327337,-0.0285632,0.0167399,0,0.0331071,-0.0183303,-0.03741,-0.0348997,0.0214368,1,0,0,0,0,-0.058545,-3.60797,34.5051,-0.560325,-1.95099,57.6775,0.101645,2.01721,-185.244,-38.5993,3.58964,-38.5992,-0.374423
834,2.5e-06,0.0482461,0.0380204,0.0380204,0.0380204,-4.34369e-06,-0.025584,-0.555291,-0.0426485,-1.24608,0.0119796,0.0117746,0,0.0167974,0.0482461,-4.34369e-06,-0.025584,0.0380204,-1,0,0,0,0,-0.172544,-2.24413,119.263,-111.418,-0.180328,971.402,0.0159836,-6.24607,-249.186,-122.656,2.29238,-122.656,118.478
835,2.5e-06,0.136678,0.0209555,0.0209555,0.0209555,0.0322639,0.00233911,-0.544599,0.0284609,-0.000787579,-0.0264306,-0.0290445,0,0.0392704,0.136678,0.0322639,0.00233911,0.0209555,0,1,0,0,0,0.000253405,-0.428374,-13.0584,-35.1275,-0.22153,-31.2089,0.00908542,0.150697,-24.5211,12.1909,0.565052,12.191,29.5887
836,2.5e-06,0.0612574,0.0311859,0.0311859,0.0311859,0.0576001,-0.113046,-0.563684,-0.383811,-1.08274,0.0101528,0.0188141,0,0.0213788,0.0612574,0.0576001,-0.113046,0.0311859,0,-1,0,0,0,-0.142957,-2.02959,-109.489,176.132,7.38466,1062.68,0.0440701,-5.61041,-317.956,124.635,2.09084,124.635,-173.483
837,2.5e-06,0.271186,0.00550421,0.00550421,0.00550421,0.0204291,0.0424701,-0.545221,0.0189985,0.0410576,-0.0444958,-0.0444426,0,0.062889,0.271186,0.0204291,0.0424701,0.00550421,1,0,0,0,0,0.00202574,0.0768826,-24.6402,0.859233,0.103641,11.2369,0.000385336,0.185992,-10.37,7.7513,0.194303,7.7513,-1.41782
838,2.5e-06,-0.680992,0.00126772,0.00126772,0.00126772,-1.50347,-0.59017,-0.543803,0.693002,4.40406,-0.0342574,0.0487323,0,0.0595685,-0.680992,-1.50347,-0.59017,0.00126772,0,-1,0,0,0,0.707936,17.7273,-1298.9,-4105.99,368.95,256488,0.00930199,-1.35737,205.353,1489.64,-18.4083,1489.64,4193.75
839,2.5e-06,0.0624616,0.0386233,0.0386233,0.0386233,0.0907603,-0.0148202,-0.544332,0.0556598,-0.0845375,-0.0113767,-0.00932238,0,0.0147084,0.0624616,0.0907603,-0.0148202,0.0386233,1,0,0,0,0,-0.0431044,-2.01644,18.9486,-118.633,-3.00382,-100.355,0.0319417,-0.528418,-90.3331,-20.5895,2.0789,-20.5895,116.358
840,2.5e-06,0.0592284,0.0316255,0.0316255,0.0316255,0.0743016,0.0546064,-0.543443,0.0422373,0.0315844,0.000793961,-0.0183745,0,0.0183916,0.0592284,0.0743016,0.0546064,0.0316255,0,1,0,0,0,-0.0315479,-0.613474,57.4434,-55.4925,-2.7916,-178.546,0.0102762,-0.797976,-25.0843,-62.0416,0.672702,-62.0416,50.4891
841,2.5e-06,-4.21598,0.000239485,0.000239485,0.000239485,3.61222,0.459705,-0.55371,-0.917306,-1.00496,-0.0123574,0.0497605,0,0.051272,-4.21598,3.61222,0.459705,0.000239485,0,-1,0,0,0,1.34651,0.898093,-56.8786,-4187.16,572.85,232765,0.002857,0.450326,-3.85905,-454.313,-5.11407,-454.312,-12456.2
842,2.5e-06,0.177385,0.00758816,0.00758816,0.00758816,0.0012807,-0.123887,-0.546368,-0.0164901,-0.133253,-0.0424118,-0.00392522,0,0.0425931,0.177385,0.0012807,-0.123887,0.00758816,1,0,0,0,0,0.0034407,-0.859463,-103.477,-63.3835,-0.372732,-33.7031,0.0173776,1.53789,-44.7367,87.3461,1.03685,87.3461,67.9816
843,2.5e-06,0.227253,0.0122192,0.0122192,0.0122192,0.0508436,0.0518475,-0.543181,0.0478795,0.0454034,0.0377808,-0.0345318,0,0.0511843,0.227253,0.0508436,0.0518475,0.0122192,-1,0,0,0,0,-0.0029912,-0.139552,-21.9885,16.0909,-0.184021,-11.1907,0.00777324,0.212507,-11.7889,26.9971,0.366805,26.9972,-21.6712
844,2.5e-06,-0.0364785,0.0116089,0.0116089,0.0116089,-0.0347198,-0.116614,-0.553491,0.00740568,-0.418001,-0.0383911,0.0236642,0,0.0450985,-0.0364785,-0.0347198,-0.116614,0.0116089,1,0,0,0,0,-0.0330713,-4.21967,43.6163,-102.667,-1.62228,-78.3327,0.100784,3.53218,-152.308,-27.7168,4.18319,-27.7168,84.3625
845,2.5e-06,0.0438517,0.0258356,0.0258356,0.0258356,0.0950042,0.0868545,-0.54261,0.0596604,0.0589424,0.0241644,-0.0123716,0,0.0271473,0.0438517,0.0950042,0.0868545,0.0258356,-1,0,0,0,0,-0.043889,1.92214,100.049,120.876,-3.95961,-252.281,-0.0118269,0.0429269,205.424,-107.288,-1.87829,-107.288,-121.145
846,2.5e-06,0.279469,0.0220583,0.0220583,0.0220583,0.0716989,0.227618,-0.557406,1.14497,-1.66771,0.0279417,0.0171532,0,0.0327867,0.279469,0.0716989,0.227618,0.0220583,-1,0,0,0,0,-0.185619,0.911166,634.095,-677.456,0.629018,1400.81,-0.112875,-10.363,73.9957,-620.357,-0.631697,-620.357,695.435
847,2.5e-06,0.21132,0.00669987,0.00669987,0.00669987,0.00588737,-0.13276,-0.547275,-0.0156507,-0.178777,-0.0433001,0.00199128,0,0.0433459,0.21132,0.00588737,-0.13276,0.00669987,1,0,0,0,0,0.0017608,-1.18799,-134.406,-83.5737,-0.489895,-26.3141,0.0228724,2.33875,-313.843,145.178,1.39931,145.178,87.6143
848,2.5e-06,0.656112,0.00982234,0.00982234,0.00982234,-1.24169,0.457926,-0.530648,5.87711,3.6074,0.0401777,0.0366263,0,0.0543667,0.656112,-1.24169,0.457926,0.00982234,-1,0,0,0,0,-0.0273228,-14.0027,-106.354,-1455.21,20.4072,1744.92,-0.237483,-31.7025,-3436.02,146.755,14.6588,146.755,1413.42
