Point ID,area,continuity,lambda_continuity,lambda_momentum_x,lambda_momentum_y,momentum_x,momentum_y,p,p__x,p__y,Points_0,Points_1,Points_2,Points_Magnitude,pred_continuity,pred_momentum_x,pred_momentum_y,sdf,sdf__x,sdf__y,true_continuity,true_momentum_x,true_momentum_y,u,u__x,u__x__x,u__x__y,u__y,u__y__y,v,v__x,v__x__x,v__x__y,v__y,v__y__x,v__y__y
0,2.5e-06,0.106546,0.0279867,0.0279867,0.0279867,-0.000876114,0.0584714,-0.559345,0.446453,-1.62311,0.0220133,0.0155826,0,0.0269704,0.106546,-0.000876114,0.0584714,0.0279867,-1,0,0,0,0,-0.186508,-1.09345,352.821,-452.653,1.79434,1408.51,-0.0549008,-9.24914,-164.434,-329.262,1.19999,-329.262,449.806
1,2.5e-06,0.32002,0.00741994,0.00741994,0.00741994,0.463952,0.417296,-0.527292,4.92747,2.50766,0.0425801,0.0334455,0,0.0541448,0.32002,0.463952,0.417296,0.00741994,-1,0,0,0,0,-0.0987578,-2.55618,4476.78,-3258.32,8.68783,2124.46,-0.348987,-28.9454,3763.09,-4266.49,2.8762,-4266.49,3149.58
2,2.5e-06,0.210169,0.00657899,0.00657899,0.00657899,0.0347727,0.0109257,-0.54479,0.0345004,0.0102316,-0.0310728,-0.043421,0,0.0533939,0.210169,0.0347727,0.0109257,0.00657899,0,1,0,0,0,0.00184321,-0.0914534,-6.81953,-9.59767,0.048534,2.10496,0.00270407,0.105005,-10.0645,5.71125,0.301623,5.71126,6.10136
3,2.5e-06,0.0268633,0.0155144,0.0155144,0.0155144,0.0347,-0.118656,-0.550787,0.0444988,-0.318822,-0.0344856,0.016626,0,0.0382842,0.0268633,0.0347,-0.118656,0.0155144,1,0,0,0,0,-0.0367049,-3.62997,-29.464,-75.167,-1.72538,-4.36646,0.0862016,3.0107,-137.611,15.022,3.65683,15.022,69.5492
4,2.5e-06,0.445573,0.0164606,0.0164606,0.0164606,-0.410788,0.0255342,-0.565082,2.00563,0.746007,0.0322083,0.0335394,0,0.0465002,0.445573,-0.410788,0.0255342,0.0164606,0,-1,0,0,0,-0.00318387,-9.14385,-463.976,-327.782,22.2119,1116.94,-0.0953916,-15.9356,-1471.83,526.208,9.58942,526.208,256.885
5,2.5e-06,0.261433,0.0226708,0.0226708,0.0226708,0.150547,0.230278,-0.562227,1.05103,-1.66376,0.0273292,0.019609,0,0.0336363,0.261433,0.150547,0.230278,0.0226708,-1,0,0,0,0,-0.178868,-1.2387,512.394,-755.006,4.92488,1702.45,-0.105031,-11.692,-166.762,-466.12,1.50014,-466.12,740.458
6,2.5e-06,0.159022,0.0179037,0.0179037,0.0179037,0.0311092,0.00279961,-0.544711,0.028166,0.000118768,-0.0304166,-0.0320964,0,0.0442193,0.159022,0.0311092,0.00279961,0.0179037,0,1,0,0,0,0.00202411,-0.280658,-15.6112,-24.2543,-0.0327001,-16.182,0.00685497,0.198472,-19.3158,13.5473,0.439679,13.5473,19.0567
7,2.5e-06,0.206128,0.00703605,0.00703605,0.00703605,0.0328631,0.00729011,-0.544692,0.0325101,0.00673646,-0.0282833,-0.042964,0,0.0514378,0.206128,0.0328631,0.00729011,0.00703605,0,1,0,0,0,0.00157353,-0.112347,-4.68227,-11.5268,0.0192798,-1.02741,0.00310222,0.0783634,-10.5747,4.07208,0.318475,4.07209,7.69222
8,2.5e-06,0.387819,0.00628881,0.00628881,0.00628881,-0.0876695,0.125934,-0.542725,-0.415698,0.031112,0.0437112,0.003632,0,0.0438618,0.387819,-0.0876695,0.125934,0.00628881,-1,0,0,0,0,-0.0238819,5.36097,-616.139,426.238,-1.74508,-124.836,-0.0310765,7.82402,1066.38,639.49,-4.97315,639.49,-430.44
9,2.5e-06,-0.0044713,0.00982981,0.00982981,0.00982981,-0.20422,0.322062,-0.56175,2.28814,0.48665,0.0308538,0.0401702,0,0.0506518,-0.0044713,-0.20422,0.322062,0.00982981,0,-1,0,0,0,0.185413,-7.63459,-1081.72,307.116,33.1511,3605.49,-0.0194245,-7.60269,-1234.13,1096.06,7.63012,1096.06,-301.628
10,2.5e-06,0.254599,0.00595359,0.00595359,0.00595359,0.0194988,0.0365121,-0.545183,0.0187647,0.0358982,-0.0432906,-0.0440464,0,0.0617589,0.254599,0.0194988,0.0365121,0.00595359,0,1,0,0,0,0.00214439,0.0513629,-18.5005,-0.603463,0.108048,10.4875,0.000684578,0.181148,-3.87518,7.88794,0.203236,7.88793,-0.693561
11,2.5e-06,0.227377,0.00727688,0.00727688,0.00727688,-0.00285308,0.0135961,-0.544945,-0.00580679,0.0130548,-0.0427231,-0.0345445,0,0.0549417,0.227377,-0.00285308,0.0135961,0.00727688,1,0,0,0,0,0.00354365,0.00679997,-26.2731,-6.63407,0.168436,2.03322,0.00279158,0.283333,-0.259093,14.4531,0.220577,14.4531,3.64146
12,2.5e-06,5.36832,0.000217328,0.000217328,0.000217328,2.08125,0.212718,-0.539138,0.22665,6.17867,-0.034865,0.0497827,0,0.0607773,5.36832,2.08125,0.212718,0.000217328,0,-1,0,0,0,1.30299,5.898,-461.078,-24759.3,848.709,501818,-0.00424302,-0.0335716,5.52409,490.101,-0.529688,490.099,56371.8
13,2.5e-06,0.600459,0.0120922,0.0120922,0.0120922,0.0874554,0.458356,-0.54933,3.80326,1.38554,0.0379078,0.033321,0,0.0504707,0.600459,0.0874554,0.458356,0.0120922,-1,0,0,0,0,-0.0640628,-9.99605,284.499,-1176.26,18.1316,1490.69,-0.214246,-25.4968,-1953.75,-256.165,10.5965,-256.164,1199.18
14,2.5e-06,0.200857,0.00682153,0.00682153,0.00682153,0.000560843,0.0123867,-0.543536,-0.00242769,0.011097,0.0162379,-0.0431785,0,0.0461308,0.200857,0.000560843,0.0123867,0.00682153,0,1,0,0,0,-0.000283483,0.0229419,-4.853,7.03163,-0.259161,-28.7235,0.00222647,0.0727838,6.59755,9.39574,0.177915,9.39574,-17.8794
15,2.5e-06,0.0428375,0.0200271,0.0200271,0.0200271,-0.235956,-0.157376,-0.570336,-0.613699,-0.293082,0.0094927,0.0299729,0,0.0314402,0.0428375,-0.235956,-0.157376,0.0200271,0,-1,0,0,0,-0.00626606,0.943136,-182.188,244.118,16.3155,816.976,0.0545875,-3.51753,-137.518,185.871,-0.900298,185.871,-243.406
16,2.5e-06,-0.0185063,0.0421249,0.0421249,0.0421249,-0.02686,0.00653079,-0.549565,-0.141134,-0.576993,-0.00415912,0.0078751,0,0.00890592,-0.0185063,-0.02686,0.00653079,0.0421249,0,-1,0,0,0,-0.122036,-3.2352,37.2066,14.5505,-2.48795,313.591,0.0715133,-2.20165,-201.785,-35.9865,3.21669,-35.9865,-12.0159
17,2.5e-06,0.420105,0.00299474,0.00299474,0.00299474,0.043525,0.0271963,-0.54491,0.0277625,0.0167855,-0.0470053,-0.0331032,0,0.0574919,0.420105,0.043525,0.0271963,0.00299474,1,0,0,0,0,0.00337425,0.277467,-149.825,8.33474,0.179711,2.76459,0.00160739,0.472906,-87.5086,28.1946,0.142638,28.1946,-1.14221
18,2.5e-06,0.0889598,0.0263425,0.0263425,0.0263425,0.05569,0.0447688,-0.543605,0.0361367,0.0372139,0.00171851,-0.0236575,0,0.0237199,0.0889598,0.05569,0.0447688,0.0263425,0,1,0,0,0,-0.0194734,-0.326276,42.283,-37.0675,-1.9654,-147.648,0.00684759,-0.531862,-9.12325,-45.4139,0.415236,-45.4138,29.9965
19,2.5e-06,0.257945,0.00274528,0.00274528,0.00274528,0.00120983,0.0169086,-0.543595,7.91754e-05,0.015954,0.0188975,-0.0472547,0,0.0508933,0.257945,0.00120983,0.0169086,0.00274528,0,1,0,0,0,0.000584878,-0.0048264,-4.10394,0.924944,-0.173998,-9.27436,0.0014785,0.0464432,3.85276,9.27673,0.262772,9.27673,-11.0745
20,2.5e-06,0.00825143,0.0470957,0.0470957,0.0470957,0.0614654,-0.020833,-0.546851,0.00722244,-0.525814,0.00290434,0.00223544,0,0.00366502,0.00825143,0.0614654,-0.020833,0.0470957,-1,0,0,0,0,-0.123389,-2.40388,125.196,-118.614,-4.4689,224.978,0.0356165,-3.17224,-163.607,-119.507,2.41213,-119.507,113.223
21,2.5e-06,-0.0396557,0.0195987,0.0195987,0.0195987,0.15346,0.185483,-0.541632,0.111794,0.0558415,0.0304013,-0.00502796,0,0.0308143,-0.0396557,0.15346,0.185483,0.0195987,-1,0,0,0,0,-0.0588801,3.79973,60.1445,253.071,-4.75993,-266.998,-0.0298605,0.888561,306.806,-81.9805,-3.83938,-81.9805,-246.217
22,2.5e-06,0.328874,0.013002,0.013002,0.013002,-0.1663,-0.0261341,-0.572666,-0.361049,0.102256,0.0129219,0.036998,0,0.0391897,0.328874,-0.1663,-0.0261341,0.013002,0,-1,0,0,0,0.138934,1.25994,-286.518,83.9987,23.633,903.203,0.0372304,-2.12808,-84.6914,300.557,-0.931063,300.557,-156.65
23,2.5e-06,-6.39668,0.00126047,0.00126047,0.00126047,-2.31322,-2.52267,-0.320412,3.87703,47.0201,0.0487395,0.0446945,0,0.0661297,-6.39668,-2.31322,-2.52267,0.00126047,-1,0,0,0,0,-0.039815,22.6517,42882.8,-9301.91,-1.30437,3189.28,-0.45663,147.997,351266,-50224.6,-29.0484,-50224.6,9482.18
24,2.5e-06,-0.022321,0.0399494,0.0399494,0.0399494,-0.0597884,0.0059346,-0.549877,-0.154055,-0.501475,-0.0098093,0.0100506,0,0.0140441,-0.022321,-0.0597884,0.0059346,0.0399494,0,-1,0,0,0,-0.108386,-3.3051,21.6394,60.2755,-2.09648,251.987,0.0880707,-1.14532,-194.163,-21.1799,3.28278,-21.1801,-64.612
25,2.5e-06,0.0976924,0.0156748,0.0156748,0.0156748,0.0674843,-0.126445,-0.546397,0.0534572,-0.147132,-0.0343252,-0.00218996,0,0.034395,0.0976924,0.0674843,-0.126445,0.0156748,1,0,0,0,0,-0.00856797,-1.80095,-92.0979,-95.2901,-1.10891,-60.0366,0.0334392,1.74623,-36.703,89.6077,1.89864,89.6078,97.9788
26,2.5e-06,-0.157453,0.00678165,0.00678165,0.00678165,-1.33113,-0.297839,-0.570203,0.98528,-0.181053,0.0252907,0.0432183,0,0.0500744,-0.157453,-1.33113,-0.297839,0.00678165,0,-1,0,0,0,0.334668,-2.66781,-492.363,162.196,49.9603,9039.69,0.0177713,-1.72201,-255.639,506.334,2.51036,506.334,-198.692
27,2.5e-06,0.0988885,0.0127124,0.0127124,0.0127124,0.0420267,-0.0693352,-0.545482,0.0328397,-0.0737735,-0.0372876,-0.0119588,0,0.0391583,0.0988885,0.0420267,-0.0693352,0.0127124,1,0,0,0,0,0.00213344,-0.810321,-67.6981,-56.5192,-0.364382,-41.8873,0.0160791,1.0351,-4.06481,61.6859,0.90921,61.6859,54.8597
28,2.5e-06,0.12257,0.00907868,0.00907868,0.00907868,0.0925495,0.441606,-0.541323,-0.455813,0.12979,0.0409213,0.00381116,0,0.0410984,0.12257,0.0925495,0.441606,0.00907868,-1,0,0,0,0,-0.0410215,6.41112,-177.398,456.969,-3.0237,-190.134,-0.0492847,4.78787,646.729,287.353,-6.28855,287.353,-468.488
29,2.5e-06,-0.00874901,0.00302771,0.00302771,0.00302771,0.146564,-0.54917,-0.55331,1.56123,3.85181,-0.0358038,0.0469723,0,0.0590619,-0.00874901,0.146564,-0.54917,0.00302771,0,-1,0,0,0,0.273086,21.1093,-1408.78,1343.62,140.741,64458.4,0.0499372,-4.73647,678.039,1524.94,-21.1181,1524.94,-1391.96
30,2.5e-06,0.196585,0.00761967,0.00761967,0.00761967,0.030059,-0.0103107,-0.54415,0.0283376,-0.00961865,-0.00863475,-0.0423803,0,0.043251,0.196585,0.030059,-0.0103107,0.00761967,0,1,0,0,0,-0.00074245,-0.0758878,7.75529,-12.572,-0.255458,-25.4161,0.00304201,-0.0788406,-2.855,-8.5798,0.272473,-8.57978,8.76645
31,2.5e-06,0.203362,0.00554007,0.00554007,0.00554007,0.00833024,0.0166943,-0.543558,0.00556984,0.0157035,0.01344,-0.0444599,0,0.0464469,0.203362,0.00833024,0.0166943,0.00554007,0,1,0,0,0,-3.29278e-05,0.0270304,-3.78312,5.63481,-0.241334,-26.5468,0.00183838,0.0429794,6.98955,7.07943,0.176332,7.07943,-15.6497
32,2.5e-06,0.305744,0.00631432,0.00631432,0.00631432,0.0306812,0.0804677,-0.542781,0.0370779,0.0651409,0.0436857,-0.0332135,0,0.0548778,0.305744,0.0306812,0.0804677,0.00631432,-1,0,0,0,0,-0.00423672,-0.16968,47.7774,19.8891,-0.0972756,5.57976,0.00962899,0.205912,-87.6535,7.2176,0.475424,7.21761,-19.0834
33,2.5e-06,0.229155,0.0111117,0.0111117,0.0111117,0.0594082,0.0557449,-0.543086,0.0566019,0.0492609,0.0388883,-0.0337498,0,0.0514913,0.229155,0.0594082,0.0557449,0.0111117,-1,0,0,0,0,-0.00329207,-0.150564,-21.0509,16.8013,-0.174,-9.65576,0.00830531,0.221791,-9.27378,27.3723,0.379719,27.3724,-22.4307
34,2.5e-06,1.32318,0.00229804,0.00229804,0.00229804,-1.21896,1.13805,-0.313473,26.0741,41.6444,0.047702,0.045186,0,0.0657058,1.32318,-1.21896,1.13805,0.00229804,-1,0,0,0,0,-0.0249023,-40.0493,29780.5,-21946.5,24.7887,15763.7,-0.443471,-99.6813,33773.1,-27918.7,41.3725,-27918.7,22161.7
35,2.5e-06,-0.0582609,0.0340005,0.0340005,0.0340005,-0.110612,-0.00246311,-0.550976,-0.156948,-0.436783,-0.0159995,0.0144602,0,0.0215658,-0.0582609,-0.110612,-0.00246311,0.0340005,1,0,0,0,0,-0.0964635,-3.10674,51.4776,112.021,-1.5625,246.121,0.105842,-0.121016,-179.869,-52.5718,3.04847,-52.5717,-120.392
36,2.5e-06,0.0831171,0.0224565,0.0224565,0.0224565,0.0421015,0.0589274,-0.543232,0.0280879,0.0535005,0.0275435,-0.0229199,0,0.0358325,0.0831171,0.0421015,0.0589274,0.0224565,-1,0,0,0,0,-0.0123844,0.703102,-18.9805,90.1839,-1.41277,-135.986,0.00312126,0.55005,21.4744,29.535,-0.619985,29.5349,-100.858
37,2.5e-06,0.301881,0.00181798,0.00181798,0.00181798,-0.0295076,0.0339509,-0.543712,-0.0297326,0.0321121,0.0310512,-0.048182,0,0.0573209,0.301881,-0.0295076,0.0339509,0.00181798,0,1,0,0,0,0.000271562,-0.0900202,-11.5792,-3.47245,-0.184545,6.47067,0.0017675,0.0216924,-9.7763,12.36,0.391901,12.36,-4.46932
38,2.5e-06,-0.222825,0.00335573,0.00335573,0.00335573,-0.740077,-0.586306,-0.551887,-0.651294,0.757171,-0.0154173,0.0466443,0,0.0491262,-0.222825,-0.740077,-0.586306,0.00335573,0,-1,0,0,0,0.487965,7.24799,-373.339,-447.28,125.3,41779.4,0.0204534,-0.220883,58.2725,330.87,-7.47081,330.87,553.315
39,2.5e-06,0.271668,0.0237315,0.0237315,0.0237315,-0.195508,0.062526,-0.572593,0.427493,-0.735444,0.0244502,0.0262685,0,0.0358866,0.271668,-0.195508,0.062526,0.0237315,0,-1,0,0,0,-0.0929354,-4.7621,-319.841,-95.9835,16.6478,1028.94,-0.0454929,-10.9126,-727.052,314.864,5.03376,314.864,111.582
40,2.5e-06,0.156757,0.0171567,0.0171567,0.0171567,0.0264652,0.00478205,-0.544451,0.0234732,0.00300879,-0.0204188,-0.0328433,0,0.0386731,0.156757,0.0264652,0.00478205,0.0171567,0,1,0,0,0,-0.00109204,-0.341007,-0.866064,-30.7627,-0.296113,-34.5645,0.00745011,-0.00493934,-18.6964,1.14668,0.497764,1.14669,25.4312
41,2.5e-06,0.364033,0.00226746,0.00226746,0.00226746,-0.030292,0.102538,-0.544083,-0.0291977,0.105032,0.0415729,-0.0477325,0,0.0632985,0.364033,-0.030292,0.102538,0.00226746,0,1,0,0,0,-0.00125598,-0.164688,-6.82977,-13.3856,-0.266546,17.0704,0.00173198,-0.0177859,25.3361,12.4607,0.528721,12.4608,1.82414
42,2.5e-06,-0.000257254,0.0179444,0.0179444,0.0179444,0.00717984,-0.0745367,-0.550865,0.0253745,-0.323556,-0.0320556,0.0171456,0,0.0363529,-0.000257254,0.00717984,-0.0745367,0.0179444,1,0,0,0,0,-0.0465554,-3.68939,5.47034,-40.8038,-1.86469,16.8363,0.0949907,2.63392,-170.54,-12.7841,3.68914,-12.7842,40.0222
43,2.5e-06,0.0227866,0.0186963,0.0186963,0.0186963,0.214657,0.205152,-0.541489,0.289144,-0.0855809,0.0313037,0.00108225,0,0.0313224,0.0227866,0.214657,0.205152,0.0186963,-1,0,0,0,0,-0.0878947,5.46135,229.539,233.771,-6.05262,-212.847,-0.0576134,0.337282,593.451,-245.527,-5.43857,-245.527,-215.998
44,2.5e-06,-0.059761,0.0353052,0.0353052,0.0353052,-0.121429,-7.31051e-05,-0.551395,-0.188289,-0.469237,-0.0141852,0.0146948,0,0.0204244,-0.059761,-0.121429,-7.31051e-05,0.0353052,0,-1,0,0,0,-0.102321,-2.97997,55.424,140.905,-1.26919,301.448,0.106014,-0.463259,-183.683,-53.9288,2.92021,-53.9288,-147.836
45,2.5e-06,0.418791,0.00495451,0.00495451,0.00495451,0.0660047,0.0765821,-0.542311,0.0612466,-0.0180643,0.0450455,-0.0159187,0,0.0477755,0.418791,0.0660047,0.0765821,0.00495451,-1,0,0,0,0,-0.00570131,0.715427,-47.6374,74.8415,-0.183614,-24.8724,0.0126255,0.196797,-868.101,120.02,-0.296636,120.02,-78.41
46,2.5e-06,-0.0161881,0.0392019,0.0392019,0.0392019,-0.0776713,0.00941938,-0.550951,-0.204664,-0.600123,-0.00610985,0.0107981,0,0.0124068,-0.0161881,-0.0776713,0.00941938,0.0392019,0,-1,0,0,0,-0.121732,-3.14944,31.3165,89.7751,-1.58589,373.43,0.0848543,-1.89733,-202.365,-27.905,3.13325,-27.905,-88.685
47,2.5e-06,0.248538,0.00436835,0.00436835,0.00436835,-0.00176286,0.0111466,-0.543576,-0.00324683,0.00995301,0.0202428,-0.0456317,0,0.0499201,0.248538,-0.00176286,0.0111466,0.00436835,0,1,0,0,0,0.000281371,-0.00803739,-4.723,2.51612,-0.189796,-13.0032,0.00197648,0.0672279,3.50383,10.2078,0.256575,10.2078,-12.7473
48,2.5e-06,-0.0873783,0.0170972,0.0170972,0.0170972,-0.259088,-0.144242,-0.562996,-0.647114,-0.155792,-0.00262586,0.0329028,0,0.0330075,-0.0873783,-0.259088,-0.144242,0.0170972,0,-1,0,0,0,0.0148717,3.2104,-84.5601,290.211,16.1661,1328.29,0.0812073,-2.18297,-29.9516,87.5489,-3.29778,87.5488,-336.863
49,2.5e-06,0.028387,0.0194043,0.0194043,0.0194043,-0.22575,-0.178707,-0.56867,-0.654291,-0.265288,0.00659826,0.0305957,0,0.0312991,0.028387,-0.22575,-0.178707,0.0194043,0,-1,0,0,0,0.000173271,1.5713,-146.204,255.432,16.13,908.64,0.0633195,-3.06356,-105.377,153.652,-1.54291,153.652,-252.437
50,2.5e-06,0.0565833,0.0405719,0.0405719,0.0405719,0.0893945,-0.00490378,-0.544752,0.0659836,-0.367065,0.0094281,-0.00171847,0,0.00958343,0.0565833,0.0893945,-0.00490378,0.0405719,-1,0,0,0,0,-0.113342,-0.773127,202.492,-110.811,-5.84447,18.0406,0.00756286,-3.22453,-49.9139,-201.774,0.82971,-201.774,113.929
51,2.5e-06,0.36148,0.00615159,0.00615159,0.00615159,-0.0184023,-0.00790545,-0.542524,-0.0635704,-0.034468,0.0438484,-0.00916773,0,0.0447965,0.36148,-0.0184023,-0.00790545,0.00615159,-1,0,0,0,0,-0.00947626,1.68654,-229.256,169.615,-0.588166,-56.1976,0.00620711,2.11264,-100.14,265.984,-1.32506,265.984,-166.082
52,2.5e-06,0.155826,0.0158372,0.0158372,0.0158372,0.0435488,0.00415677,-0.543926,0.0378712,0.00490196,-0.000713773,-0.0341628,0,0.0341703,0.155826,0.0435488,0.00415677,0.0158372,0,1,0,0,0,-0.00537878,-0.106222,18.9565,-18.7582,-0.763847,-72.1203,0.00421065,-0.198229,1.62872,-20.2914,0.262048,-20.2914,14.2785
53,2.5e-06,-0.0044775,0.00537237,0.00537237,0.00537237,0.484945,1.34907,-0.539407,-0.861071,0.620187,0.0446276,0.0200267,0,0.0489152,-0.0044775,0.484945,1.34907,0.00537237,-1,0,0,0,0,-0.058955,15.2531,-598.593,791.309,-3.59468,-116.668,-0.172669,24.179,7138.34,633.523,-15.2576,633.521,-833.779
54,2.5e-06,0.183358,0.00907662,0.00907662,0.00907662,0.0015412,-0.00897537,-0.544941,-0.00343302,-0.00914995,-0.0409234,-0.0273391,0,0.0492153,0.183358,0.0015412,-0.00897537,0.00907662,1,0,0,0,0,0.00457215,-0.123563,-31.7428,-16.0972,0.127596,-8.4427,0.00526967,0.42031,3.45973,23.1708,0.306921,23.1708,11.945
55,2.5e-06,0.0169816,0.0207051,0.0207051,0.0207051,0.024732,-0.107789,-0.548519,0.0255732,-0.264119,-0.0292949,0.00933715,0,0.0307469,0.0169816,0.024732,-0.107789,0.0207051,1,0,0,0,0,-0.0406814,-3.28212,-40.5424,-74.443,-2.09337,-8.43069,0.0742792,2.11523,-133.882,33.6608,3.2991,33.6608,65.1905
56,2.5e-06,0.101826,0.0215152,0.0215152,0.0215152,0.0342536,0.0112977,-0.543478,0.0217813,0.0135453,0.0102428,-0.0284848,0,0.0302704,0.101826,0.0342536,0.0112977,0.0215152,0,1,0,0,0,-0.0117836,0.13636,38.9607,0.557743,-1.46379,-127.95,0.00256159,-0.212264,35.3523,-41.8958,-0.0345348,-41.8958,-5.8519
57,2.5e-06,0.0251267,0.020249,0.020249,0.020249,0.0306243,-0.113422,-0.548401,0.0301736,-0.25766,-0.029751,0.00883578,0,0.0310354,0.0251267,0.0306243,-0.113422,0.020249,1,0,0,0,0,-0.0381578,-3.22353,-46.8551,-79.6191,-2.05252,-14.1649,0.0716628,2.15697,-128.89,38.9216,3.24866,38.9216,69.9124
58,2.5e-06,0.574531,0.00357571,0.00357571,0.00357571,0.163155,0.144053,-0.54231,0.16415,-0.0391856,0.0464243,-0.0104725,0,0.0475908,0.574531,0.163155,0.144053,0.00357571,-1,0,0,0,0,-0.0055629,1.08218,-22.5659,85.8728,-0.214066,-25.1726,0.0100916,-0.736742,-1692.53,211.491,-0.507647,211.491,-81.053
59,2.5e-06,0.237992,0.00835423,0.00835423,0.00835423,0.0868061,0.0308839,-0.560264,0.100417,-0.991417,-0.0416458,0.034321,0,0.0539657,0.237992,0.0868061,0.0308839,0.00835423,1,0,0,0,0,-0.0420396,-5.89778,443.258,-25.3544,-3.76706,-398.223,0.143063,2.53166,-1068.99,-591.128,6.13577,-591.128,63.5252
60,2.5e-06,-0.0210855,0.0199157,0.0199157,0.0199157,0.0319338,-0.0626947,-0.555712,-0.214843,-0.13397,-0.0188535,0.0300843,0,0.0355038,-0.0210855,0.0319338,-0.0626947,0.0199157,0,-1,0,0,0,-0.0675268,2.12135,163.902,559.91,6.61761,986.809,0.125001,-2.08017,-41.6059,-157.129,-2.14243,-157.129,-554.74
61,2.5e-06,-0.0121081,0.0418719,0.0418719,0.0418719,-2.89236e-05,-0.00617336,-0.548007,-0.0842509,-0.439419,-0.00812806,0.00567118,0,0.00991098,-0.0121081,-2.89236e-05,-0.00617336,0.0418719,1,0,0,0,0,-0.102805,-3.34429,22.3952,-23.3908,-2.99644,175.4,0.0713279,-1.36729,-183.561,-26.3304,3.33218,-26.3304,20.7321
62,2.5e-06,-1.90875,0.000867774,0.000867774,0.000867774,-0.566061,-0.664746,-0.551921,-0.892499,-0.210529,-0.0142247,0.0491322,0,0.0511499,-1.90875,-0.566061,-0.664746,0.000867774,0,-1,0,0,0,1.03994,3.4386,-261.957,-2953.49,391.857,255878,0.00490717,0.505995,4.58376,109.431,-5.34735,109.432,1248.47
63,2.5e-06,0.0613866,0.0164375,0.0164375,0.0164375,0.218587,0.306693,-0.541173,0.432883,-0.145027,0.0335625,0.00530832,0,0.0339797,0.0613866,0.218587,0.306693,0.0164375,-1,0,0,0,0,-0.0999677,7.06221,283.688,246.038,-6.29597,-158.352,-0.0826396,0.758362,823.207,-311.307,-7.00083,-311.307,-226.013
64,2.5e-06,1.14541,0.000752422,0.000752422,0.000752422,0.037198,-0.0124073,-0.544933,-0.00902109,-0.00375055,-0.0492476,-0.0249223,0,0.0551946,1.14541,0.037198,-0.0124073,0.000752422,1,0,0,0,0,0.00332321,1.10191,-429.121,32.2594,0.126727,-4.24549,0.000882357,0.816384,112.557,41.7934,0.0435028,41.7934,-2.80646
65,2.5e-06,0.662043,0.000914109,0.000914109,0.000914109,0.117071,0.0420911,-0.545258,0.0936119,0.0445438,-0.0490859,-0.0403107,0,0.0635168,0.662043,0.117071,0.0420911,0.000914109,1,0,0,0,0,0.00146689,0.545508,-237.516,29.6207,0.0994652,8.16712,-0.000211588,0.371164,33.7913,20.3049,0.116535,20.3049,-5.33967
66,2.5e-06,0.187515,0.00950676,0.00950676,0.00950676,0.00568851,-0.00400816,-0.544929,0.00127531,-0.00427914,-0.0404932,-0.0291552,0,0.0498972,0.187515,0.00568851,-0.00400816,0.00950676,1,0,0,0,0,0.0042838,-0.108617,-28.4644,-14.6125,0.134514,-6.45461,0.00489462,0.381101,0.976093,21.0853,0.296132,21.0853,10.4385
67,2.5e-06,0.046854,0.0208502,0.0208502,0.0208502,0.22967,0.188015,-0.544944,0.713307,-0.683309,0.0291498,0.00782863,0,0.0301828,0.046854,0.22967,0.188015,0.0208502,-1,0,0,0,0,-0.144188,5.03066,586.274,-91.6474,-6.56204,179.932,-0.0907824,-4.03814,615.761,-564.078,-4.98381,-564.078,96.3273
68,2.5e-06,0.232138,0.00135074,0.00135074,0.00135074,0.0436552,0.0265926,-0.545099,0.0439675,0.0258044,-0.0366774,-0.0486493,0,0.0609261,0.232138,0.0436552,0.0265926,0.00135074,0,1,0,0,0,0.00185005,-0.0182731,-7.76373,-2.83963,0.0474693,10.5331,0.000633702,0.118652,-6.07118,6.01617,0.250412,6.01616,1.03031
69,2.5e-06,-0.0540123,0.00463685,0.00463685,0.00463685,0.18408,-0.138,-0.562994,2.36485,2.46196,-0.0380928,0.0453632,0,0.0592358,-0.0540123,0.18408,-0.138,0.00463685,0,-1,0,0,0,0.0670178,19.6512,-822.641,3633.55,64.8458,28226.7,0.0990571,-8.76101,1212.93,720.973,-19.7052,720.972,-3573.95
70,2.5e-06,0.109604,0.0263648,0.0263648,0.0263648,0.0422849,0.013346,-0.544282,0.0332542,0.008035,-0.0161923,-0.0236352,0,0.0286498,0.109604,0.0422849,0.013346,0.0263648,0,1,0,0,0,-0.00886808,-0.746865,3.39465,-60.7544,-1.00822,-82.4766,0.013267,-0.113273,-32.9669,-2.70678,0.856469,-2.70675,55.7019
71,2.5e-06,0.107766,0.0271499,0.0271499,0.0271499,0.0502098,0.0226356,-0.544113,0.037803,0.0161756,-0.0116893,-0.0228501,0,0.0256665,0.107766,0.0502098,0.0226356,0.0271499,0,1,0,0,0,-0.0131988,-0.756196,14.3868,-63.5463,-1.36274,-104.588,0.0130934,-0.265653,-31.5245,-14.2828,0.863961,-14.2827,58.5753
72,2.5e-06,0.185752,0.00999087,0.00999087,0.00999087,0.0330123,-0.00904908,-0.544111,0.0298218,-0.0075725,-0.00656175,-0.0400091,0,0.0405436,0.185752,0.0330123,-0.00904908,0.00999087,0,1,0,0,0,-0.00163343,-0.0897962,9.9575,-14.5875,-0.356054,-36.014,0.00349975,-0.107082,-2.21337,-10.8661,0.275548,-10.8661,10.7637
