sdf,area,u,v,p,c,c__x,c__y,c__x__x,c__y__y,advection_diffusion_c,true_advection_diffusion_c,pred_advection_diffusion_c,lambda_advection_diffusion_c,Points:0,Points:1,Points:2,Point ID
364.644,1802.93,245.965,237.792,-3844.95,-0.209639,-6.03287e-05,-0.000408372,1.43646e-07,7.43357e-06,-0.111946,0,-0.111946,1,2403.07,229.631,0,1531
173.825,1802.93,39.9663,38.908,-3399.66,-0.383929,0.00077127,-0.000857854,-2.55282e-05,-1.66391e-05,-0.00255248,0,-0.00255248,1,1262.19,1579.89,0,1532
194.327,1802.93,320.411,321.48,-3461.45,-0.188959,0.000830141,0.00106335,-3.58889e-05,-4.31489e-05,0.607833,0,0.607833,1,1462.44,-1339.01,0,1533
282.699,1802.93,360.024,362.039,-3889.34,-0.183518,0.000904818,0.00113162,8.91435e-06,1.10981e-05,0.735446,0,0.735446,1,1659.16,-1487.93,0,1534
109.996,1802.93,134.96,-23.7092,-1891.45,0.340801,-0.000174822,-0.000138617,-0.000206179,-6.99563e-06,-0.0203071,0,-0.0203071,1,-279.141,-1576.97,0,1535
57.0839,1802.93,-67.5236,-247.855,-2062.61,-0.14891,0.000580839,0.000457136,5.21624e-06,1.70667e-05,-0.152524,0,-0.152524,1,-672.18,374.237,0,1536
156.208,1802.93,134.11,133.528,-4405.35,-0.0342489,0.0015583,-0.0020852,-3.97981e-06,-6.88815e-06,-0.0694482,0,-0.0694482,1,2162.7,1597.5,0,1537
72.7508,1802.93,273.697,264.11,-3712.7,-0.18865,-1.78694e-05,0.00204681,2.29089e-07,0.000247426,0.535691,0,0.535691,1,2361.37,-69.7027,0,1538
44.1868,1802.93,-168.658,-521.739,-5134.31,-0.305195,0.00075037,0.000449287,-6.72082e-06,-5.37696e-06,-0.360967,0,-0.360967,1,-1239.02,1422.69,0,1539
246.809,1802.93,340.185,328.172,-4563.66,-0.276786,-3.58855e-05,0.00130322,3.86513e-07,0.000193155,0.415472,0,0.415472,1,2902.24,-125.151,0,1540
37.8857,1802.93,-100.096,-99.8269,-3280.97,0.464287,0.00220758,-0.000212917,1.4058e-06,8.68685e-08,-0.199715,0,-0.199715,1,339.696,1627.98,0,1541
44.8303,1802.93,165.396,171.146,-2007.82,-0.115141,8.15636e-05,0.00101433,7.38855e-06,0.00013774,0.187089,0,0.187089,1,1215.69,-298.974,0,1542
768.531,1802.93,255.315,250.373,-4517.14,-0.267309,-0.000169352,0.000381444,-9.51467e-08,-3.41861e-06,0.0522652,0,0.0522652,1,2742.27,524.591,0,1543
98.6475,1802.93,-15.4465,-67.2306,-470.148,0.139121,0.000355636,-0.00112816,2.37166e-06,-0.000125504,0.0703538,0,0.0703538,1,-202.805,8.58979,0,1544
179.837,1802.93,-92.5118,-128.311,-2525.32,-0.291912,0.00128868,-0.000255468,-1.63949e-06,7.54343e-08,-0.0864394,0,-0.0864394,1,-17.4749,1165.45,0,1545
309.898,1802.93,-118.452,-621.072,-3816.22,-0.369898,0.000352675,-0.000357138,2.68934e-05,0.000164814,0.180033,0,0.180033,1,-1928.34,-786.958,0,1546
110.178,1802.93,374.674,396.152,-4508.86,-0.256598,-9.5539e-05,0.000109507,-3.49134e-06,-3.94317e-05,0.0075857,0,0.0075857,1,2649.54,-792.868,0,1547
14.1033,1802.93,-36.0138,-158.202,-1118.73,0.0418417,0.000105733,-0.0018386,-1.27796e-06,-0.000344136,0.287063,0,0.287063,1,-475.652,31.6446,0,1548
158.908,1802.93,-49.0992,-501.54,-3213.18,-0.100372,-0.00049897,0.000561818,1.03581e-05,1.06711e-05,-0.257275,0,-0.257275,1,-1650.22,-1611.73,0,1549
17.7176,1802.93,85.6096,86.8632,-924.52,0.0447292,0.000420316,0.00100582,-2.5642e-05,-3.03113e-05,0.123352,0,0.123352,1,410.873,-337.355,0,1550
395.364,1802.93,155.975,160.05,-3958.24,-0.00891737,1.87832e-05,1.51299e-05,0.000135796,0.000574909,0.00534982,0,0.00534982,1,2156.53,1047.37,0,1551
28.3135,1802.93,43.5804,42.4265,-3712.58,-0.41981,0.000805928,-0.000889917,-2.36091e-05,-1.5291e-05,-0.0026333,0,-0.0026333,1,1377.96,1725.4,0,1552
141.974,1802.93,317.74,306.861,-4237.96,-0.263989,-9.46779e-05,0.000112062,7.00995e-08,1.97945e-05,0.00430439,0,0.00430439,1,2694.76,-135.722,0,1553
269.616,1802.93,236.693,228.17,-3626.71,-0.175013,-3.10757e-05,-0.00064597,-2.14264e-07,-4.01817e-05,-0.154747,0,-0.154747,1,2274.77,180.767,0,1554
313.976,1802.93,100.046,98.0598,-3586.67,-0.184078,0.000469651,-0.000675873,9.21874e-06,1.30513e-05,-0.0192894,0,-0.0192894,1,1695.62,1375.93,0,1555
70.2203,1802.93,-126.217,-550.104,-3990.82,-0.390124,0.000434341,0.00100348,-3.4953e-06,-0.000131549,-0.606838,0,-0.606838,1,-1612.06,261.039,0,1556
203.155,1802.93,-128.811,-334.76,-3865.75,-0.245774,0.000563453,4.92535e-05,-3.90147e-06,-1.12231e-06,-0.089067,0,-0.089067,1,-647.63,1344.42,0,1557
144.808,1802.93,-49.7921,-198.967,-1551.05,-0.0833283,0.000301057,-8.47017e-05,1.71339e-05,0.000111594,0.00186233,0,0.00186233,1,-558.86,208.444,0,1558
907.041,1802.93,229.835,228.253,-4740.27,-0.0619073,1.80479e-05,-0.000146501,-2.66705e-06,-2.66186e-05,-0.0292912,0,-0.0292912,1,2759.4,846.671,0,1559
513.83,1802.93,359.913,373.637,-3975.33,-0.275588,-0.000200082,-7.7211e-05,-8.80745e-06,-2.04824e-05,-0.100861,0,-0.100861,1,1947.86,-1221.39,0,1560
48.0679,1802.93,10.9793,11.0026,-1442.09,-0.222497,0.00166241,-0.00159104,-3.86875e-05,-2.41158e-05,0.000746671,0,0.000746671,1,505.643,686.548,0,1561
160.526,1802.93,-131.927,-614.431,-4063.02,-0.19002,4.68556e-05,0.000621422,5.70581e-07,5.27387e-05,-0.388002,0,-0.388002,1,-1870.36,-178.635,0,1562
19.0546,1802.93,47.3657,47.2754,-1530.01,-0.0139885,0.00176337,-0.00252244,6.79162e-06,1.55916e-05,-0.035726,0,-0.035726,1,756.689,548.498,0,1563
61.8429,1802.93,292.697,300.655,-3191.86,-0.199433,-0.000718647,-0.000839303,-6.09565e-06,-1.26016e-05,-0.462686,0,-0.462686,1,1505.94,-1058.31,0,1564
362.259,1802.93,-116.864,-615.86,-3847.71,-0.217264,0.000306781,-0.000557212,3.52885e-07,-4.103e-07,0.307313,0,0.307313,1,-1908.25,-604.627,0,1565
63.0602,1802.93,230.91,120.732,-2509.52,0.0635024,0.00041415,4.81999e-05,-3.79658e-05,-1.6556e-06,0.101451,0,0.101451,1,316.416,-1707.57,0,1566
95.0484,1802.93,43.8489,42.8495,-1631.12,-0.105139,-0.000157012,3.61254e-06,1.85451e-05,2.51935e-05,-0.00673012,0,-0.00673012,1,759.011,638.839,0,1567
223.575,1802.93,143.51,144.552,-4433.41,0.128846,0.000169437,-0.00013134,4.09959e-06,8.77291e-06,0.00533034,0,0.00533034,1,2230.23,1530.14,0,1568
4.53978,1802.93,44.0509,38.2322,-466.236,0.171148,0.000596791,0.00119977,0.000195972,6.64267e-05,0.0721584,0,0.0721584,1,146.72,-240.534,0,1569
296.522,1802.93,333.979,339.444,-3614.34,-0.213285,-0.000257253,-0.000173947,3.57348e-06,5.65114e-06,-0.144962,0,-0.144962,1,1617.57,-1301.56,0,1570
33.1793,1802.93,196.431,183.277,-2105.71,-0.0129382,-0.00011049,-4.39482e-05,-6.44657e-05,-3.45796e-05,-0.0297581,0,-0.0297581,1,738.653,-986.303,0,1571
379.916,1802.93,177.611,182.494,-4764.77,0.0801749,-0.000226288,0.000494225,7.03667e-08,2.19218e-07,0.0500018,0,0.0500018,1,2542.45,1373.8,0,1572
207.827,1802.93,314.427,303.408,-4273.72,-0.203961,-4.94608e-05,0.000810075,-4.53127e-07,-0.000603554,0.230233,0,0.230233,1,2717.92,-74.0126,0,1573
171.235,1802.93,137.381,146.263,-1578.63,-0.0426314,-0.000453849,-0.000602967,1.06808e-05,4.93597e-05,-0.150542,0,-0.150542,1,843.585,-392.987,0,1574
137.681,1802.93,285.432,275.365,-3906.06,-0.192579,-6.84559e-05,0.000128449,5.80208e-08,9.71168e-05,0.0158307,0,0.0158307,1,2482.96,-50.6847,0,1575
261.664,1802.93,185.343,111.672,-1988.89,-0.0485003,-0.00117214,-0.00019426,4.38476e-05,3.2208e-06,-0.238942,0,-0.238942,1,325.28,-1296.84,0,1576
6.30588,1802.93,170.676,172.676,-5160.45,0.163431,0.0001264,-6.89061e-05,4.44174e-06,9.86225e-06,0.00967493,0,0.00967493,1,2616.87,1747.41,0,1577
95.9886,1802.93,40.4711,39.3982,-3559.25,-0.412125,0.000991592,-0.00103765,1.5609e-05,9.44437e-06,-0.000750851,0,-0.000750851,1,1314.13,1657.72,0,1578
74.3905,1802.93,202.286,216.833,-2395.45,-0.0958572,-0.000353333,-0.000590563,-1.10067e-05,-8.71145e-05,-0.199528,0,-0.199528,1,1363.12,-488.285,0,1579
39.7903,1802.93,58.9769,-43.2259,-983.381,0.160446,-0.00141429,0.000282166,-0.00054615,-4.44102e-05,-0.0956062,0,-0.0956062,1,-230.01,-822.555,0,1580
244.281,1802.93,165.426,84.222,-1796.95,0.0686009,-0.00263566,-0.000486193,6.64834e-05,2.01967e-06,-0.476955,0,-0.476955,1,216.718,-1232.32,0,1581
210.887,1802.93,107.096,104.717,-3957.05,-0.215899,2.4213e-05,-0.000150146,2.19322e-06,3.00657e-06,-0.0131297,0,-0.0131297,1,1846.11,1542.82,0,1582
217.118,1802.93,65.5957,65.3147,-3499.66,-0.391312,-0.00203744,0.00169495,0.000578992,0.000510269,-0.0229439,0,-0.0229439,1,1438.83,1536.59,0,1583
150.98,1802.93,-123.186,-143.624,-3360.57,-0.110444,0.00417432,-0.000358936,-9.40742e-06,5.83261e-08,-0.462665,0,-0.462665,1,101.735,1602.73,0,1584
832.243,1802.93,217.861,215.89,-4287.4,-0.149845,-0.000301769,0.000818766,-1.72103e-06,-2.36699e-05,0.11102,0,0.11102,1,2530.06,683.653,0,1585
28.7429,1802.93,156.36,152.14,-2561.87,-0.138093,3.2893e-05,-0.00111298,-5.18702e-06,-0.000283536,-0.164185,0,-0.164185,1,1585.71,211.008,0,1586
97.4574,1802.93,185.522,177.524,-1987.76,-0.0131437,0.000222084,0.000309864,-4.33489e-05,-2.63201e-05,0.09621,0,0.09621,1,728.869,-891.691,0,1587
26.3407,1802.93,151.721,145.665,-2168.84,-0.111644,-0.000105479,0.000222183,5.71276e-12,-0.000153612,0.0163612,0,0.0163612,1,1374.61,28.8649,0,1588
91.2874,1802.93,504.512,525.383,-5598.05,-0.421786,-0.000280188,-0.000201021,5.60837e-06,1.53567e-05,-0.246971,0,-0.246971,1,2772.54,-1679.35,0,1589
263.439,1802.93,227.417,168.145,-2387.65,0.0103892,0.00174189,0.000750081,-6.96495e-05,-1.1906e-05,0.522257,0,0.522257,1,575.569,-1413.85,0,1590
41.5978,1802.93,150.503,144.627,-2134.46,-0.113214,-9.92224e-05,0.000138892,-1.08098e-08,-0.000268508,0.00515484,0,0.00515484,1,1353.31,17.6768,0,1591
6.5764,1802.93,-158.451,-368.919,-4658.27,-0.175166,-0.000918048,-0.000452865,-5.81224e-05,-7.35581e-06,0.312536,0,0.312536,1,-626.349,1747.14,0,1592
159.27,1802.93,318.671,311.816,-3440.61,-0.150564,-0.00247773,-0.00212802,8.81409e-06,7.06865e-06,-1.45313,0,-1.45313,1,1325.65,-1464.34,0,1593
285.818,1802.93,397.477,419.373,-4791.4,-0.281903,-0.000285179,-0.000530308,-6.40967e-06,-7.39609e-05,-0.335749,0,-0.335749,1,2826.11,-826.332,0,1594
39.9949,1802.93,-104.462,-511.162,-3274.53,-0.117385,4.52611e-05,0.000286343,1.34598e-06,4.6587e-05,-0.151096,0,-0.151096,1,-1563.18,-261.972,0,1595
94.3367,1802.93,72.4789,-190.837,-1980.74,0.707802,0.000741115,-0.000722151,-0.000145128,-3.12771e-05,0.191528,0,0.191528,1,-772.666,-1676.3,0,1596
356.469,1802.93,-181.147,-687.761,-5567.09,-0.422752,-4.06009e-05,-0.000544424,-1.57354e-07,-4.77083e-07,0.381789,0,0.381789,1,-1898.44,895.638,0,1597
169.784,1802.93,150.067,6.92395,-1950.2,0.267402,-0.00461102,0.000461165,-0.000148958,-2.42848e-06,-0.688767,0,-0.688767,1,-208.229,-1600.85,0,1598
43.6991,1802.93,-77.7023,-285.059,-2373.66,-0.178947,0.000568422,0.000508121,2.63763e-06,8.24637e-06,-0.189012,0,-0.189012,1,-772.823,431.486,0,1599
98.6692,1802.93,-19.8087,-412.924,-2873.89,-0.181184,-0.000623458,0.000620838,8.76013e-07,5.49028e-07,-0.244009,0,-0.244009,1,-1438.55,-1671.96,0,1600
364.707,1802.93,-172.722,-683.097,-5371.27,-0.435554,0.000277071,0.000115699,1.31284e-07,9.88805e-07,-0.12689,0,-0.12689,1,-1912.31,750.443,0,1601
371.513,1802.93,-111.666,-202.205,-3143.48,-0.335558,-0.00139397,-0.000494574,0.000204515,5.0904e-06,0.255664,0,0.255664,1,-209.915,1341.56,0,1602
303.637,1802.93,216.395,139.093,-2311.59,-0.151573,-0.000752137,-8.94613e-05,-0.000293142,-2.48947e-05,-0.175201,0,-0.175201,1,430.199,-1467,0,1603
372.456,1802.93,200.137,205.446,-5132.21,0.0372557,-0.000354249,0.000787892,-3.3697e-06,-1.46464e-05,0.0909706,0,0.0909706,1,2785.8,1381.26,0,1604
198.427,1802.93,47.4644,46.1765,-3392.73,-0.371246,-0.000209574,-6.34805e-05,0.000127989,8.91747e-05,-0.012879,0,-0.012879,1,1300.82,1555.28,0,1605
186.193,1802.93,141.559,21.8173,-1740.25,0.123788,-0.00144615,8.21183e-05,-0.000120631,-1.14135e-06,-0.202924,0,-0.202924,1,-124.332,-1406.02,0,1606
398.361,1802.93,144.023,147.044,-4188.91,0.112047,-9.13949e-05,0.000266749,1.33116e-06,3.28023e-06,0.0260609,0,0.0260609,1,2157.64,1355.35,0,1607
169.882,1802.93,374.506,384.819,-4552.97,-0.232001,0.000302341,0.00166902,-1.55229e-06,-3.15105e-05,0.7555,0,0.7555,1,2778.91,-640.475,0,1608
161.545,1802.93,307.176,316.693,-3364.95,-0.239338,-0.000586394,-0.000663295,1.45517e-05,3.11649e-05,-0.390187,0,-0.390187,1,1608.32,-1087.69,0,1609
93.0084,1802.93,-14.2381,-47.7088,-429.587,0.133302,0.001123,-0.000360416,1.42531e-05,-5.86235e-06,0.00120559,0,0.00120559,1,-121.494,101.526,0,1610
20.8578,1802.93,126.832,121.651,-1858.19,-0.0657854,-0.000125856,0.00067676,-1.66724e-07,-0.000127033,0.0663665,0,0.0663665,1,1174.73,50.969,0,1611
220.8,1802.93,-135.645,-360.271,-4085.42,-0.258671,-0.000113946,-0.000275594,-2.32043e-05,-6.26651e-06,0.114745,0,0.114745,1,-715.115,1392.22,0,1612
133.719,1802.93,-102.939,-537.504,-3325.62,-0.257208,-0.000237961,0.0011296,6.07106e-07,4.62731e-06,-0.58267,0,-0.58267,1,-1672.07,-632.732,0,1613
855.626,1802.93,261.391,257.154,-4703.74,-0.26711,-0.0004092,0.00155377,-2.35841e-06,-6.03463e-05,0.292597,0,0.292597,1,2843.06,576.488,0,1614
270.37,1802.93,294.491,283.111,-4165.55,-0.22181,-7.81522e-05,0.00043363,1.10611e-08,-2.31759e-05,0.0997506,0,0.0997506,1,2640.38,26.7469,0,1615
399.47,1802.93,212.714,218.151,-5292.36,0.00530764,-3.65787e-05,0.000126823,-1.55943e-06,-6.18605e-06,0.0198859,0,0.0198859,1,2901.85,1354.24,0,1616
537.731,1802.93,267.877,259.912,-4290.23,-0.259584,-7.72033e-05,-0.000270005,-1.92748e-07,-1.35436e-05,-0.0908585,0,-0.0908585,1,2667.77,305.494,0,1617
270.006,1802.93,321.018,333.709,-3551.9,-0.246433,-0.000242199,-0.000118574,-2.18002e-06,-3.67337e-06,-0.117319,0,-0.117319,1,1749.24,-1079.89,0,1618
690.655,1802.93,187.013,190.006,-4391.48,-0.0219436,0.000101202,-0.000247794,-5.63175e-07,-2.8445e-06,-0.0281563,0,-0.0281563,1,2453.77,1015.68,0,1619
248.966,1802.93,151.879,151.885,-3282.9,-0.056438,-0.000123059,0.000283364,-8.4998e-08,-7.32519e-07,0.0243486,0,0.0243486,1,1882.45,646.378,0,1620
299.054,1802.93,160.078,158.688,-3249.77,-0.0451541,-0.000456345,0.00141537,1.19165e-07,4.77059e-06,0.151552,0,0.151552,1,1900.65,559.735,0,1621
216.937,1802.93,25.4357,25.4473,-3233.95,-0.521344,0.00256848,-0.00226581,2.18155e-06,1.11877e-06,0.00767217,0,0.00767217,1,1136.98,1536.77,0,1622
201.543,1802.93,384.032,403.215,-4642.02,-0.339337,-0.000792519,-0.00233484,3.60826e-05,0.000463598,-1.24579,0,-1.24579,1,2758.52,-769.823,0,1623
6.2403,1802.93,522.799,543.208,-5781.89,-0.414287,-0.000480387,-0.000536337,-2.8362e-06,-7.04845e-06,-0.542489,0,-0.542489,1,2841.6,-1764.39,0,1624
135.295,1802.93,-135.171,-544.533,-4222.04,-0.349379,0.000135674,-0.000317281,-8.06445e-06,-6.15011e-05,0.154431,0,0.154431,1,-1534.16,547.714,0,1625
45.3281,1802.93,44.982,44.3993,-1549.81,-0.0842524,0.000584597,-0.000926604,2.06816e-05,3.29737e-05,-0.0148443,0,-0.0148443,1,745.204,581.913,0,1626
75.5402,1802.93,270.505,286.339,-3082.65,-0.14659,8.95449e-05,0.000414277,1.89863e-05,7.5735e-05,0.142846,0,0.142846,1,1614.34,-805.931,0,1627
46.7227,1802.93,149.703,148.462,-1616.56,-0.0855618,0.000909875,0.00118349,-7.06551e-06,-9.2561e-06,0.311914,0,0.311914,1,650.507,-660.549,0,1628
427.798,1802.93,419.273,439.424,-4699.03,-0.322077,0.000396548,0.000956992,2.41027e-06,7.94133e-06,0.586787,0,0.586787,1,2374.7,-1342.84,0,1629
203.121,1802.93,-119.11,-590.418,-3762.37,-0.145049,8.4228e-05,2.63634e-06,-1.38442e-06,-4.19542e-05,-0.0115889,0,-0.0115889,1,-1806.09,-335.932,0,1630
301.88,1802.93,277.515,266.15,-4040.72,-0.208087,-0.000161829,0.00187121,4.60432e-11,-1.57396e-05,0.453112,0,0.453112,1,2555.87,96.7561,0,1631
433.076,1802.93,437.577,468.979,-5122.25,-0.304392,-0.000521739,-0.000971525,-1.27043e-05,-7.89401e-05,-0.683926,0,-0.683926,1,2844.86,-1134.53,0,1632
58.9413,1802.93,155.224,151.401,-2019.09,-0.152471,-9.53352e-05,0.000764799,4.38461e-07,5.87906e-05,0.100993,0,0.100993,1,1282.95,-103.978,0,1633
15.2154,1802.93,66.7399,68.5245,-1722.67,0.0142908,-0.000853207,0.00159214,-6.49334e-06,-3.17369e-05,0.052158,0,0.052158,1,933.38,469.348,0,1634
14.419,1802.93,-200.106,-608.43,-6093.79,-0.319569,0.000373441,0.000120344,-1.67327e-05,-1.12494e-05,-0.147949,0,-0.147949,1,-1418.21,1739.29,0,1635
172.779,1802.93,-176.21,-609.853,-5347.88,-0.385116,-0.000136911,-0.000515557,-4.85238e-06,-9.03177e-06,0.338539,0,0.338539,1,-1592.27,1158.28,0,1636
126.647,1802.93,162.083,97.762,-1738.77,-0.0310473,-0.00107116,-0.000143171,-4.99193e-05,-2.70633e-06,-0.187613,0,-0.187613,1,285.082,-1133.46,0,1637
20.8225,1802.93,-65.2008,-233.176,-1985.63,-0.109675,0.000357458,8.15035e-05,-2.49145e-08,-9.51622e-07,-0.0423112,0,-0.0423112,1,-622.226,392.431,0,1638
185.344,1802.93,-141.461,-325.441,-4150.19,-0.174926,-0.000421271,-0.000278916,-8.03001e-05,-9.87899e-06,0.150364,0,0.150364,1,-543.28,1568.37,0,1639
203.781,1802.93,226.768,175.187,-2373.65,0.0348243,-0.00060441,-0.000246946,-5.34981e-05,-1.0755e-05,-0.180323,0,-0.180323,1,612.674,-1367.09,0,1640
142.383,1802.93,131.019,13.6155,-1654.91,0.163734,-0.000757761,-8.21723e-06,6.63097e-05,8.74558e-07,-0.0993929,0,-0.0993929,1,-147.684,-1348.66,0,1641
85.7704,1802.93,-45.6333,-191.434,-1429.05,-0.0832544,0.000347772,0.000178876,3.12499e-07,-2.53184e-06,-0.050113,0,-0.050113,1,-549.394,140.414,0,1642
28.61,1802.93,175.206,131.229,-1835.25,0.0367053,0.000412735,0.000199171,-6.16253e-05,-1.12685e-05,0.0984508,0,0.0984508,1,452.046,-1079.08,0,1643
302.783,1802.93,288.293,276.637,-4144.17,-0.232116,-7.71875e-05,-0.000517506,-8.65269e-09,-2.67954e-05,-0.165414,0,-0.165414,1,2624.77,68.5552,0,1644
646.267,1802.93,201.888,205.233,-4757.36,-0.0244041,0.000104298,-0.000256486,-5.67555e-07,-2.86143e-06,-0.0315829,0,-0.0315829,1,2655.17,1107.44,0,1645
116.289,1802.93,-92.6111,-186.461,-2659.12,-0.138744,-0.00138741,-0.000495245,-3.17531e-05,-1.8513e-06,0.220834,0,0.220834,1,-250.362,1081.47,0,1646
708.208,1802.93,241.822,237.486,-4312.63,-0.249701,-0.000159127,0.000323443,-4.85101e-07,-1.29441e-05,0.0383327,0,0.0383327,1,2612.8,513.913,0,1647
28.8694,1802.93,-96.3535,-509.224,-3113.35,-0.289121,0.000411,-0.000450915,-3.56491e-06,-1.88783e-05,0.190015,0,0.190015,1,-1578.29,-680.179,0,1648
31.0528,1802.93,-83.8092,-76.2493,-3453.93,0.77152,1.58695e-05,0.00041886,-1.82294e-06,-1.83685e-07,-0.0332678,0,-0.0332678,1,515.987,1722.66,0,1649
77.6661,1802.93,197.632,202.694,-5505.89,0.0846428,-0.000650925,0.00120864,1.57889e-05,4.80126e-05,0.116339,0,0.116339,1,2890.86,1676.05,0,1650
140.598,1802.93,-133.679,-236.895,-3747.69,-0.425353,-0.000955289,-0.000408042,-3.29904e-05,-5.50614e-07,0.224365,0,0.224365,1,-230.478,1613.11,0,1651
504.221,1802.93,193.335,191.262,-3594.65,-0.125557,-0.000488835,0.00184218,1.83753e-06,3.38599e-05,0.25783,0,0.25783,1,2155.2,486.184,0,1652
349.904,1802.93,196.647,192.5,-3386.64,-0.211502,-0.000178306,0.000377207,2.74702e-06,9.2211e-05,0.0375489,0,0.0375489,1,2070.67,354.398,0,1653
46.6618,1802.93,-163.753,-502.459,-4985.98,-0.276054,0.000587113,0.000298762,-2.01613e-06,-1.86735e-06,-0.246257,0,-0.246257,1,-1182.87,1401.55,0,1654
42.3924,1802.93,-216.448,-693.729,-6587.72,-0.422155,-6.78284e-05,-0.000320779,1.36631e-05,1.36395e-05,0.237215,0,0.237215,1,-1703.44,1711.32,0,1655
144.933,1802.93,167.234,174.105,-1853.71,-0.0942853,0.000120659,0.000502696,-1.94586e-05,-4.80668e-05,0.1077,0,0.1077,1,918.156,-557.313,0,1656
136.091,1802.93,311.003,282.332,-3324.29,-0.00322692,0.000531142,0.000324207,-3.05656e-05,-1.44691e-05,0.256721,0,0.256721,1,1114.42,-1620.51,0,1657
106.338,1802.93,477.171,493.19,-5244.08,-0.366195,2.10448e-05,0.000220299,-1.56298e-05,-3.61199e-05,0.118691,0,0.118691,1,2528.69,-1664.3,0,1658
13.4112,1802.93,532.429,555.251,-5921.57,-0.455718,-0.000243118,-0.000144707,2.83623e-06,7.51902e-06,-0.209791,0,-0.209791,1,2946.23,-1757.22,0,1659
146.311,1802.93,-125.988,-491.215,-3900.12,-0.307517,0.000215987,-5.70913e-05,7.94506e-06,4.62906e-05,0.00083226,0,0.00083226,1,-1369.05,573.03,0,1660
125.779,1802.93,133.98,143.5,-1563.24,-0.0250669,-3.08558e-05,0.000234961,-1.23434e-05,-8.06767e-05,0.0295829,0,0.0295829,1,864.263,-352.383,0,1661
224.67,1802.93,406.241,435.136,-4743.22,-0.264892,-0.000153953,-6.89642e-05,-2.18711e-06,-1.12114e-05,-0.0925507,0,-0.0925507,1,2619.17,-1069.5,0,1662
152.903,1802.93,-88.354,-347.581,-2742.42,-0.204255,0.000223958,-0.000121006,1.77508e-06,1.13695e-05,0.0222719,0,0.0222719,1,-971.346,390.741,0,1663
267.591,1802.93,380.668,386.206,-4117.64,-0.221982,-0.000588029,-0.000584287,6.90827e-06,9.33717e-06,-0.449499,0,-0.449499,1,1824.1,-1503.04,0,1664
36.8719,1802.93,-60.8302,-327.198,-1977.85,-0.172618,-0.000136368,0.000764578,-1.07059e-05,-3.88278e-05,-0.241873,0,-0.241873,1,-1010.97,-490.873,0,1665
52.0663,1802.93,-10.3081,-54.5041,-338.182,0.122156,-0.000764583,0.00209627,-6.45154e-05,-0.000462485,-0.106373,0,-0.106373,1,-169.134,-56.1086,0,1666
131.894,1802.93,5.47863,5.61418,-64.4859,0.913696,-0.00448857,0.00185317,6.54336e-05,0.00175273,-0.0141908,0,-0.0141908,1,40.471,-9.44657,0,1667
209.376,1802.93,-122.13,-166.651,-3334.31,-0.379574,0.00075845,-0.000246661,4.97525e-06,1.95471e-08,-0.0515228,0,-0.0515228,1,-10.6569,1544.34,0,1668
114.764,1802.93,-91.0101,-179.49,-2605.02,-0.164543,-0.00151954,-0.000532338,2.21549e-05,1.04825e-06,0.233843,0,0.233843,1,-229.955,1071.15,0,1669
337.92,1802.93,120.876,121.419,-3782,0.0997815,0.000202582,-0.000174569,-9.64317e-06,-1.9232e-05,0.00329129,0,0.00329129,1,1893.34,1319.6,0,1670
207.362,1802.93,218.669,211.046,-3375.9,-0.17062,-3.25865e-05,-0.00070526,-1.87565e-08,-1.31688e-05,-0.155968,0,-0.155968,1,2114.87,180.879,0,1671
340.652,1802.93,425.435,455.46,-4954.74,-0.284621,0.000265875,0.000913761,-9.37493e-06,-5.12168e-05,0.529295,0,0.529295,1,2719.87,-1137.25,0,1672
198.765,1802.93,387.105,390.783,-4182.98,-0.208251,-0.000721177,-0.000701786,-9.2346e-06,-1.24888e-05,-0.553417,0,-0.553417,1,1811.5,-1571.87,0,1673
26.2094,1802.93,-82.8799,-88.0259,-2390.53,0.287685,0.000474255,9.69137e-05,-5.17499e-05,-7.21339e-07,-0.047837,0,-0.047837,1,148.889,1165.37,0,1674
137.779,1802.93,319.426,308.817,-4251.14,-0.265518,-9.20676e-05,0.000163979,-1.48685e-07,-5.09738e-05,0.021231,0,0.021231,1,2702.92,-143.734,0,1675
93.6046,1802.93,114.43,35.5288,-1300.23,0.0761032,0.00140954,6.39793e-06,1.19056e-05,1.77757e-08,0.161521,0,0.161521,1,25.51,-988.422,0,1676
68.5911,1802.93,240.77,255.738,-2757.96,-0.133882,6.21291e-05,0.000388388,1.74697e-05,7.89598e-05,0.114284,0,0.114284,1,1461.03,-700.685,0,1677
136.589,1802.93,165.03,174.12,-1869.85,-0.0649898,0.000138442,0.000565894,-1.9504e-05,-7.04681e-05,0.121381,0,0.121381,1,968.856,-503.064,0,1678
297.097,1802.93,454.759,475.715,-5082.07,-0.373052,0.000332148,0.000835578,-3.41615e-07,-1.11292e-06,0.548545,0,0.548545,1,2553.14,-1473.54,0,1679
212.36,1802.93,11.481,15.8479,-3181.86,-0.364314,-0.00400423,0.00248313,-4.77308e-05,-2.19037e-05,-0.00661983,0,-0.00661983,1,1048.2,1535.26,0,1680
153.723,1802.93,262.896,222.417,-2780.2,-0.011158,-0.000562276,-0.000288501,2.4122e-06,8.58133e-07,-0.211987,0,-0.211987,1,837.33,-1471.64,0,1681
